Gene Symbol,Gene stable ID,Cardiomyocytes-specific ennhancer (GFP+ only),X30kGFPpos1,X30kGFPpos2,X30kGFPpos3,X500kGFPneg4,X500kGFPneg5,X500kGFPneg6,ucsc_url
dnajc15,ENSDARG00000038309,chr9:18380013-18380308 (-453421); chr9:18539907-18540203 (-293527); chr9:18866832-18867255 (+33462),14,0,14,95,144,87,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A18215940%2D18278580
dnajc17,ENSDARG00000104959,Zv9_scaffold3548:6491-6786 (-117507); Zv9_scaffold3548:44334-44666 (-79646),19,0,77,613,534,575,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A1074503%2D1174960
dnajc24,ENSDARG00000023927,chr25:14988234-14988737 (-142245);,30762,0,1,44,87,44,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A14870043%2D14899109
dnajc28,ENSDARG00000018181,chr9:36918322-36918826 (+9403);,12977,0,14,42,60,59,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A35872698%2D35875051
dnajc7,ENSDARG00000058148,chr3:17434089-17434384 (+8407);,6793,0,382,3989,4241,5072,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A17878124%2D17910375
dnali1,ENSDARG00000069815,chr16:36342868-36343277 (+3190);,14088,0,2,96,75,132,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A33925743%2D33930759
dnmt1,ENSDARG00000030756,chr3:55518917-55519235 (-60238); chr3:55515778-55517128 (-57615); chr3:55490296-55491985 (-32303); chr3:55452474-55452819 (+6191),23,0,62,1869,2335,2852,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A54591218%2D54607166
dock1,ENSDARG00000099093,chr12:45541774-45542069 (-765235); chr12:45366430-45366727 (-589892); chr12:45116476-45116983 (-340043),1,0,24,172,146,161,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A44362897%2D44759246
dok1b,ENSDARG00000099177,chr7:65744780-65745081 (+16416);,4381,0,2,4,11,21,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A59212666%2D59245950
dot1l,ENSDARG00000061992,chr22:21227769-21228072 (-69564);,30017,0,116,2578,2425,2991,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A20782915%2D20838011
dpf2l,ENSDARG00000037291,chr14:25245180-25245634 (+31611);,18539,0,118,815,990,1191,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A24267892%2D24277805
dpf3,ENSDARG00000025309,chr20:28453289-28453649 (-7007); chr20:28488553-28488917 (+28259); chr20:28598307-28598669 (+138012),44,0,26,1102,1213,1331,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A28434196%2D28501429
dph1,ENSDARG00000057973,chr15:25136937-25137291 (+286743); chr15:25097213-25097587 (+326457),9,0,0,31,36,48,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A25910501%2D26089064
dpm1,ENSDARG00000057011,chr23:20805284-20805729 (+3829);,24578,0,44,196,252,301,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A20513104%2D20517692
dpm2,ENSDARG00000095623,chr5:33361788-33362144 (-7638);,5292,0,6,47,54,32,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A31714358%2D31716713
dpp6b,ENSDARG00000024744,chr2:12619839-12620504 (-195011); chr2:12606218-12606559 (-181228); chr2:12514050-12514484 (-89106),0,0,5,38,60,63,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A12406713%2D12632761
dpy19l1l,ENSDARG00000069995,chr16:45598554-45599059 (+93195);,14273,0,6,65,148,83,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A42667560%2D42683501
dpy19l1l,ENSDARG00000069995,chr16:45306867-45307162 (-136950); chr16:45343182-45343593 (-100577); chr16:45379674-45380027 (-64114),4,0,6,65,148,83,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A42667560%2D42683501
dpyd,ENSDARG00000086853,chr2:17879869-17880668 (-108522); chr2:17907062-17907357 (-81581); chr2:18010693-18012199 (+22655),3,0,2,78,54,45,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A30521619%2D30774116
dpys,ENSDARG00000079543,chr16:47086046-47086441 (-48504); chr16:47192286-47192616 (+57703),0,0,0,28,38,42,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A44298902%2D44325688
dr1,ENSDARG00000105098,chr6:20144172-20144476 (+65754);,8482,0,19,770,845,884,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A24055421%2D24066676
drap1,ENSDARG00000041203,chr7:905730-907152 (+177140); chr7:977820-978122 (+248670),5,0,15,184,194,232,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A742517%2D753231
drd4-rs,ENSDARG00000001912,chr4:18952436-18952934 (+9304);,589,0,6,116,88,31,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A19946294%2D20027571
drd4b,ENSDARG00000035820,chr7:58376881-58377176 (-300243); chr7:58615976-58616416 (-61076),2,0,2,0,6,1,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A57432318%2D57470497
drgx,ENSDARG00000069329,chr13:31103725-31104071 (-32113);,19631,0,0,18,11,16,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A30912117%2D30920265
drp2,ENSDARG00000101419,chr14:42581886-42582216 (-14743);,18845,0,0,3,20,5,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A40919736%2D41243180
dsel,ENSDARG00000061461,chr2:27397887-27398183 (+65447);,9889,0,20,33,9,7,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A27311863%2D27319914
dtnbp1b,ENSDARG00000055206,chr19:26642302-26642597 (+78435);,22589,0,8,20,6,30,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A26161709%2D26235219
dusp11,ENSDARG00000038156,chr10:43615993-43616430 (-103769); chr10:43536960-43537255 (-24665),11,0,11,114,102,180,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr10%3A42134256%2D42147318
dusp14,ENSDARG00000057625,chr15:15002656-15002951 (+127611);,23402,0,14,41,24,54,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A15856178%2D15877832
dusp4,ENSDARG00000044688,chr21:18867665-18868016 (+80552);,25626,0,34,514,674,813,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A20113470%2D20120543
dusp5,ENSDARG00000019307,chr22:32619321-32619616 (-6922);,30254,0,479,918,896,1117,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A29911326%2D29922872
dusp6,ENSDARG00000070914,chr25:18803339-18803703 (+14272); chr25:18670337-18671719 (+146765),121,0,257,2883,3373,3554,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A18326298%2D18330503
dvl2,ENSDARG00000056184,chr7:21315134-21315438 (-102759);,3579,0,168,412,444,477,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A20260172%2D20295432
dync1h1,ENSDARG00000014717,chr17:156856-157546 (+87780);,17029,0,215,2473,2962,3289,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A918005%2D945883
dync1i1,ENSDARG00000060948,chr16:27554863-27555192 (-1226);,13838,0,20,260,350,302,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A25316973%2D25337834
dync1li1,ENSDARG00000098317,chr19:18490965-18492653 (+116001);,22406,0,21,777,728,1143,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A18989911%2D19026028
dync2li1,ENSDARG00000039770,chr13:10605222-10605517 (+69561);,19264,0,9,53,68,18,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A10970614%2D10981704
dynll1,ENSDARG00000058454,chr8:2671421-2671717 (+8447);,15846,0,49,1440,1619,1913,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A2487250%2D2491471
dynll2b,ENSDARG00000005172,chr21:38396572-38397091 (+4864);,26112,0,115,935,914,1151,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A39557433%2D39566854
dysf,ENSDARG00000007370,chr7:26903571-26903867 (-65484);,3733,0,25,105,80,140,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A25558275%2D25697285
ect2,ENSDARG00000007278,chr11:10471188-10471484 (+49045);,27646,0,52,813,691,721,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A10388303%2D10456553
edil3,ENSDARG00000093413,chr5:48576383-48576679 (-96418); chr5:48562052-48562781 (-82304); chr5:48520512-48520813 (-40550); chr5:48344373-48345346 (+135253); chr5:48256174-48256469 (+223791),26,0,145,266,255,272,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A46658045%2D46980651
edn1,ENSDARG00000036912,chr19:4264298-4265753 (-321095); chr19:4193549-4193872 (-249780); chr19:3915671-3916134 (+28028),1,0,23,6,53,22,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A3376430%2D3381422
eef1da,ENSDARG00000102291,chr2:52401017-52401312 (-11353);,10624,0,157,859,940,1072,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A50999477%2D51032888
eef1g,ENSDARG00000056119,chr14:27731005-27731397 (+1542);,18588,0,458,6425,6848,7335,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A26719691%2D26729289
eefsec,ENSDARG00000004696,chr6:40750086-40750506 (+12814);,8832,0,9,114,148,77,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr6%3A40822587%2D40832245
efcab6,ENSDARG00000020735,chr25:19485630-19485925 (+12434); chr25:19480443-19480874 (+17553),0,0,2,27,31,37,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A18978648%2D19008227
efhb,ENSDARG00000069703,chr16:52977898-52978230 (+72486); chr16:52160308-52160717 (+890037),1,0,7,1,28,2,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A49629886%2D49646625
efna1a,ENSDARG00000030326,chr19:8912278-8912611 (-191893);,22176,0,147,1183,1393,1702,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A8481802%2D8502321
efna2,ENSDARG00000079740,chr2:26442819-26443114 (-9181); chr2:26491356-26491653 (+39357),5,0,14,112,129,156,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A14622379%2D14640317
efna3b,ENSDARG00000098295,chr16:25058552-25058875 (-268972); chr16:25097047-25097382 (-230471),79,0,49,503,644,653,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A23087326%2D23189883
efna5b,ENSDARG00000098625,chr8:1802446-1802876 (+342843);,15826,0,39,114,112,163,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A1433647%2D1446207
efnb1,ENSDARG00000007723,chr5:37881968-37883186 (+46274); chr5:37801952-37802339 (+126705); chr5:37768851-37769259 (+159796); chr5:37619744-37620048 (+308955),22,0,111,1298,1462,1703,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A36271016%2D36328688
efnb2a,ENSDARG00000020164,chr9:27247208-27247578 (+110234); chr9:27312510-27312929 (+175561); chr9:27484357-27484915 (+347477); chr9:27559419-27560531 (+422816); chr9:27590118-27590472 (+453136); chr9:27635768-27636126 (+498788); chr9:27742150-27742573 (+605203); chr9:27753982-27754281 (+616973); chr9:27810797-27811232 (+673856); chr9:27819509-27821572 (+683382); chr9:27980035-27980454 (+843086),347,0,1033,9400,10583,12787,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A26103814%2D26127305
efnb2b,ENSDARG00000074050,chr1:5710064-5710363 (-688739); chr1:6105584-6106346 (-292988); chr1:6117703-6117998 (-281102),23,0,96,442,503,668,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A7632119%2D7659870
efnb3b,ENSDARG00000042277,chr7:22153394-22153705 (+18649); chr7:22224544-22224839 (+89791); chr7:22414820-22415115 (+280067),69,0,135,2183,2564,3055,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A20965880%2D21089475
eftud2,ENSDARG00000012261,chr3:15928730-15929025 (+104738); chr3:15924863-15925172 (+108598); chr3:15887802-15888097 (+145666),1,0,21,355,468,560,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A16389020%2D16413635
egfl7,ENSDARG00000100657,chr11:38354906-38355201 (-116008);,25413,0,190,58,82,47,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A7228467%2D7265219
egfra,ENSDARG00000013847,chr2:4230168-4230488 (+39995);,9329,0,153,305,339,400,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A3696038%2D3820159
egln1,ENSDARG00000038996,chr11:32172188-32172969 (-210703); chr11:32184364-32184865 (-198667); chr11:32242884-32243233 (-140223); chr11:32399119-32400422 (+16489); chr11:32415030-32415414 (+31940),13,0,21,226,179,203,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A49175624%2D49206713
egln3,ENSDARG00000032553,chr17:9784353-9784913 (+10188); chr17:9247095-9247390 (+547578); chr17:9032527-9033116 (+761999),0,0,14,139,123,109,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A9912036%2D9936915
ehf,ENSDARG00000052115,chr25:9845055-9845355 (-782600); chr25:10477228-10477533 (-150424),1,0,0,0,3,1,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr25%3A10410620%2D10436906
ehmt1b,ENSDARG00000026634,chr21:12916860-12917156 (-22792);,25524,0,189,1590,1756,1840,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A14644247%2D14692119
eif2ak1,ENSDARG00000093182,chr12:18575340-18575638 (+95018);,21314,0,99,562,551,720,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A17591786%2D17602958
eif2ak3,ENSDARG00000062139,chr13:13821759-13822055 (+15675); chr13:13823563-13824353 (+17726),8,0,39,731,785,887,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A13945218%2D14004546
eif2b3,ENSDARG00000018106,chr2:33761550-33762027 (+28104);,10080,0,8,81,80,65,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A34008798%2D34072218
eif3b,ENSDARG00000074213,chr3:41715107-41715424 (+5388);,11038,0,1,53,21,43,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A11690360%2D11707665
eif3ea,ENSDARG00000090697,chr16:41198632-41198934 (+95511);,14166,0,165,2584,2984,3333,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A38556836%2D38631969
eif3eb,ENSDARG00000002549,chr19:23049691-23049987 (+98565); chr19:23018349-23018685 (+129887),0,0,2,65,67,66,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A22622355%2D22664398
eif3g,ENSDARG00000016889,chr3:55452474-55452819 (+18943);,7730,0,37,671,830,904,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A54581987%2D54589823
eif3hb,ENSDARG00000036116,chr19:48019752-48020188 (+54210);,22946,0,4,99,84,119,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr19%3A45856171%2D45960227
eif3jb,ENSDARG00000053370,chr7:32830753-32831167 (+70436);,3893,0,235,765,894,1054,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A31425976%2D31432103
eif3s6ip,ENSDARG00000101082,chr13:43992624-43993030 (-91128);,19886,0,148,2256,2869,2913,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A43223491%2D43238578
eif4ba,ENSDARG00000017439,chr23:10554905-10555203 (+51938);,24366,0,55,120,137,315,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A10396842%2D10453077
eif4e1b,ENSDARG00000014565,chr5:71666429-71666864 (+496349);,6211,0,0,0,0,0,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr5%3A67785991%2D67799821
eif4e2rs1,ENSDARG00000015835,chr23:44491615-44492080 (-63182);,25143,0,11,217,255,299,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A44427188%2D44440798
eif4ebp3,ENSDARG00000054916,chr21:25858053-25858435 (-58512); chr21:25796549-25796847 (+3034),0,0,4,27,43,61,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr21%3A26401332%2D26406304
eif4g2b,ENSDARG00000057167,chr18:16002996-16003467 (-371762); chr18:16208844-16209139 (-166002); chr18:16379090-16379617 (+4360),377,0,931,8635,9480,10357,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr18%3A16715864%2D16726206
elf2b,ENSDARG00000079626,chr1:12835071-12835829 (+17448);,11075,0,124,1347,1525,1862,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A13957235%2D13989643
elfn2,ENSDARG00000077609,chr22:15370272-15370648 (-215249);,29843,0,11,88,132,66,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A15009168%2D15010688
elk3,ENSDARG00000018688,chr4:6865223-6865520 (+96132);,229,0,392,829,671,668,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr4%3A7677318%2D7713665
ell,ENSDARG00000000568,chr22:21227769-21228072 (+16989);,30018,0,97,549,529,899,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr22%3A20847580%2D20924747
elovl1b,ENSDARG00000103735,chr11:13331071-13331434 (-18784);,27808,0,61,165,135,225,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr11%3A13094179%2D13152524
elovl2,ENSDARG00000045414,chr24:8654417-8654715 (+33494);,28581,0,1,38,34,17,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A8861272%2D8887825
elovl7a,ENSDARG00000069279,chr8:17346649-17346945 (+69083); chr8:17351369-17352360 (+74151),1,0,0,76,97,76,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr8%3A16758304%2D16769798
elp3,ENSDARG00000042005,chr20:34693970-34694265 (-1886);,15285,0,5,44,66,122,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A34671386%2D34700654
elp4,ENSDARG00000008852,chr7:16721630-16721942 (+77390);,3458,0,17,81,74,78,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr7%3A15905691%2D16034324
emd,ENSDARG00000095774,chr23:20055538-20055916 (-47194); chr23:20066489-20067936 (-35708); chr23:20137647-20138056 (+34931),14,0,44,144,133,165,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr23%3A19813677%2D19822223
emilin1a,ENSDARG00000024537,chr20:34847380-34847771 (-23029); chr20:34868319-34868647 (-2122); chr20:34870952-34871323 (+533),98,0,343,722,941,854,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A34845672%2D34865031
eml1,ENSDARG00000042840,chr17:31212162-31212525 (-94262);,17651,0,79,1253,1218,1620,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr17%3A30976484%2D31082381
eml2,ENSDARG00000008808,chr15:28309627-28309922 (-52972);,23728,0,3,139,166,185,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr15%3A28874441%2D28908027
emp1,ENSDARG00000069632,chr1:45773528-45773832 (-21384);,11695,0,19,94,74,158,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr1%3A45323142%2D45330451
emp2,ENSDARG00000044588,chr3:27182287-27182582 (+3535); chr3:27609426-27609722 (+430674),127,0,100,385,472,485,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr3%3A27027781%2D27056180
emx2,ENSDARG00000039701,chr13:19528486-19528885 (+161094); chr13:19853147-19853658 (+485811),8,0,20,841,1069,1080,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A19322686%2D19327657
emx3,ENSDARG00000020417,chr14:27398655-27399132 (-12752); chr14:27262816-27263229 (+123119),29,0,0,171,257,304,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A26363537%2D26377044
enah,ENSDARG00000032049,chr20:36609066-36610092 (-25244); chr20:36500312-36500823 (+83767); chr20:36494463-36495908 (+89149),40,0,234,1025,1057,1439,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A36419947%2D36617313
enkur,ENSDARG00000031248,chr24:7047665-7048033 (-238856); chr24:6998705-6999121 (-189920); chr24:6844087-6844382 (-35242),1,0,18,38,59,74,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr24%3A6673200%2D6678640
enox1,ENSDARG00000060243,chr9:18866832-18867255 (+168236);,12511,0,11,416,352,456,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A18310228%2D18568927
enpp1,ENSDARG00000005789,chr20:13448252-13448547 (+130341);,14806,0,141,254,310,262,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A13403281%2D13521010
enpp6,ENSDARG00000040469,chr14:4291142-4291441 (-36314);,18185,0,19,39,44,69,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr14%3A4047215%2D4076480
entpd1,ENSDARG00000045066,chr12:32446855-32447209 (-21940);,21601,0,118,377,350,471,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A30740797%2D30777743
entpd3,ENSDARG00000035309,chr16:9634600-9634895 (-53565);,13432,0,18,96,94,172,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A8258203%2D8280885
eny2,ENSDARG00000070046,chr16:41643170-41643679 (+36231); chr16:41742873-41744672 (+136579),7,0,21,822,853,1027,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A38940758%2D38943685
eomesb,ENSDARG00000104243,chr16:58746336-58746631 (-36509);,14517,0,13,40,33,12,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr16%3A55168245%2D55182394
epas1b,ENSDARG00000057671,chr13:7912474-7912908 (-102936); chr13:7884154-7884605 (-74625); chr13:7775110-7775591 (+34404),97,0,66,248,240,198,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr13%3A8375612%2D8446341
epb41l5,ENSDARG00000032324,chr9:29969392-29970348 (+2606); chr9:29910389-29910914 (+61824),135,0,547,1361,1559,1639,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr9%3A28870357%2D28939796
epc1,ENSDARG00000101579,chr12:44255359-44255815 (-835041); chr12:43689687-43690030 (-269313),47,0,70,1445,1589,1782,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr12%3A41420355%2D41468926
epha4a,ENSDARG00000054454,chr2:39897288-39897583 (-57298); chr2:39670961-39671256 (+169029); chr2:39645720-39646229 (+194163); chr2:39639735-39640030 (+200255); chr2:39636829-39638450 (+202498); chr2:39554797-39555161 (+285159); chr2:39504353-39504858 (+335532),125,0,658,2235,2519,2895,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr2%3A40067808%2D40136024
epha7,ENSDARG00000004635,chr20:25230726-25232240 (-238838); chr20:25225150-25226577 (-233219); chr20:25038907-25039242 (-46430); chr20:25027552-25027847 (-35055); chr20:24899163-24899568 (+93279); chr20:24862803-24863648 (+129419); chr20:24624159-24624557 (+368287); chr20:24439363-24439697 (+553115),144,0,352,789,782,817,https://genome.ucsc.edu/s/nimt0001/GFP%2B%20ChIP%2DSeq?position=chr20%3A24817118%2D24963092
